우체국구분코드,우체국우편번호,관내우체국명,지방청명,총괄국명,우체국주소,우체국전화번호,우체국FAX번호,우편영업시간,금융영업시간
71992,38193,경주내남우체국,경북청,경주우체국,경북 경주시 내남면 이조1길 3,054-748-2700,054-748-8936,09:00~18:00,09:00~16:30
71447,37000,문경농암우체국,경북청,문경우체국,경북  문경시 농암면 청암2길 10-3(농암리 121-3),054-571-8000,054-572-2052,09:00~18:00,09:00~16:30
71769,36305,울진북면우체국,경북청,울진우체국,경북 울진군 북면 부구3길 14-3,054-782-0255,054-782-8142,09:00~18:00,09:00~16:30
12813,03712,서울남가좌1동우편취급국,서울청,서대문우체국,서울서대문구 모래내로 143 (남가좌동),02-303-7500,02-307-7500,09:00~18:00,미운영
22542,25601,가톨릭관동대학교우편취급국,강원청,강릉우체국,강원특별자치도 강릉시 범일로579번길 24,033-649-7747,033-649-7749,09:00~18:00,미운영
42857,16291,수원연무동우체국,경인청,수원우체국,경기 수원시 장안구 광교산로 97 (하광교동),031-243-3265,031-258-7175,09:00~18:00,09:00~16:30
85889,22381,국제우편물류센터,서울청,국제우편물류센터,인천 중구 공항동로193번길 40-32(운서동),032-745-9733,032-740-9803,09:00~18:00,09:00~16:30
74779,36686,가톨릭상지대학교 우편취급국,경북청,안동우체국,경북 안동시 상지길 45 (율세동),054-851-3019,054-857-9590,09:00~18:00,미운영
14728,06104,서울논현동우체국,서울청,서울강남우체국,서울 강남구 학동로 212(논현동),02-515-0411,02-541-4875,09:00~18:00,09:00~16:30
45492,13516,성남야탑목련취급국,경인청,성남분당우체국,"경기 성남시 분당구 판교로 700, 206호",031-707-4500,031-704-0738,09:00~18:00,미운영
40764,23105,대청우체국,경인청,백령우체국,인천 옹진군 대청면 대청로7번길 31,032-836-2600,032-836-2601,08:00~17:00,08:00~16:30
10060,02586,동대문우체국,서울청,동대문우체국,서울 동대문구 천호대로 4 (신설동),02-2210-3703,0505-005-1130,09:00~18:00,09:00~16:30
32691,31728,당진중흥우편취급국,충청청,당진우체국,충남 당진시 송악읍 송악로 662 (중흥리),041-352-8005,미운영,09:00~18:00,미운영
43514,18527,팔탄우체국,경인청,화성우체국,경기 화성시 팔탄면 서촌길 13-1,031-353-3105,031-352-5033,09:00~18:00,09:00~16:30
31461,31972,서산읍내동우체국,충청청,서산우체국,충남 서산시 부춘1로 54 (읍내동),041-681-8114,041-681-8115,09:00~18:00,09:00~16:30
13927,04339,서울용산2가우편취급국,서울청,서울용산우체국,서울 용산구 신흥로18길 3 (용산동2가),02-798-8143,02-798-6819,09:00~18:00,미운영
50760,57060,군남우체국,전남청,영광우체국,전남 영광군 군남면 포천길 30,061-352-5001,061-352-1359,09:00~18:00,09:00~16:30
62680,44242,울산연암동우체국,부산청,울산우체국,울산 북구 화봉로 84 (연암동 361-2),052-288-2005,052-288-1024,09:00~18:00,09:00~16:30
61003,48054,부산재송동우체국,부산청,해운대우체국,부산 해운대구 재반로 121-1,051-781-9172,051-783-7553,09:00~18:00,09:00~16:30
44413,21543,인천효성상아우편취급국,경인청,인천남동우체국,인천 남동구 구월로 319(만수동),032-469-3655,032-472-9852,09:00~18:00,미운영
45858,10116,김포풍무동우편취급국,경인청,김포우체국,경기 김포시 풍무로 109(풍무동 109-5),031-997-0004,031-982-1555,09:00~18:00,미운영
45983,21996,인천송도동우체국,경인청,인천우체국,인천 연수구 하모니로35번길 2 (송도동),032-858-6442,032-858-6444,09:00~18:00,09:00~16:30
32655,30019,고려대학교세종캠퍼스우편취급국,충청청,세종우체국,세종특별자치시 조치원읍 세종로 2511 (고려대학교세종캠퍼스),044-863-1288,044-868-1289,09:00~18:00,미운영
11245,06584,서울방배동우체국,서울청,서울서초우체국,서울 서초구 방배로 238 (방배동),02-593-0004,02-596-9894,09:00~18:00,09:00~16:30
11254,06721,서울서초1동우체국,서울청,서울서초우체국,서울 서초구 효령로60길 13 (서초동),02-583-0205,02-598-0721,09:00~18:00,09:00~16:30
11263,06657,서울서초3동우체국,서울청,서울서초우체국,서울 서초구 반포대로 99 (서초3동),02-581-0004,02-598-0722,09:00~18:00,09:00~16:30
11272,06738,서울양재동우체국,서울청,서울서초우체국,서울 서초구 남부순환로 356길 5(양재동) 2층,02-573-0116,02-576-1238,09:00~18:00,09:00~16:30
11290,06594,서울법원청사우체국,서울청,서울서초우체국,"서울 서초구 서초중앙로 157 (서초동, 서울중앙지방법원)",02-537-7073,02-596-9895,09:00~18:00,09:00~16:30
13552,06530,서울잠원한신우편취급국,서울청,서울서초우체국,서울 서초구 강남대로95길 41 (잠원동),02-515-3323,02-515-3115,09:00~18:00,미운영
13570,06512,서울신반포우편취급국,서울청,서울서초우체국,서울 서초구 신반포로 177 (잠원동),02-591-3200,02-3476-3201,09:00~18:00,미운영
13589,06577,서울반포4동우편취급국,서울청,서울서초우체국,서울 서초구 서래로10길 1 (반포4동),02-3478-1500,02-3478-0055,09:00~18:00,미운영
13598,06683,서울방배1동우편취급국,서울청,서울서초우체국,서울 서초구 방배로13길 18 (방배1동),02-581-2004,02-585-4664,09:00~18:00,미운영
13605,06693,서울방배2동우편취급국,서울청,서울서초우체국,서울 서초구 방배천로2길 39-15  (방배동),02-521-3874,02-3473-2622,09:00~18:00,미운영
13614,06715,서울방배3동우편취급국,서울청,서울서초우체국,서울 서초구 방배로6길 10-21 평산빌딩 102호(방배3동),02-586-3060,02-586-3060,09:00~18:00,미운영
13623,06645,서울교대역우편취급국,서울청,서울서초우체국,서울 서초구 반포대로28길 72 (서초3동),02-597-5356,02-598-5356,09:00~18:00,미운영
13632,06624,서울무지개아파트우편취급국,서울청,서울서초우체국,서울 서초구 효령로77길 34,02-581-0054,02-581-0054,09:00~18:00,미운영
13641,06732,서울서초2동우편취급국,서울청,서울서초우체국,서울 서초구 서운로 19 (서초2동),02-3473-5264,02-3473-3669,09:00~18:00,미운영
13678,06590,서울대법원우편취급국,서울청,서울서초우체국,서울 서초구 서초대로 219 (서초동),02-3482-0191,02-3482-0192,09:00~18:00,미운영
13687,06599,서울반포주공우편취급국,서울청,서울서초우체국,서울 서초구 서초중앙로 224 (반포동),02-534-0016,02-534-0418,09:00~18:00,미운영
13696,06617,서울진흥우편취급국,서울청,서울서초우체국,서울 서초구 서초대로 385 (서초동),02-3482-0450,02-595-0450,09:00~18:00,미운영
41501,16455,수원역전우체국,경인청,수원우체국,경기 수원시 팔달구 향교로 13 (매산로1가),031-256-2005,031-258-7172,09:00~18:00,09:00~16:30
41476,16440,수원화서동우체국,경인청,수원우체국,경기 수원시 팔달구 고화로 135 (화서동),031-251-2004,031-258-7174,09:00~18:00,09:00~16:30
45081,16439,수원화서아파트우편취급국,경인청,수원우체국,"경기 수원시 팔달구 동말로25번길 108 (화서동, 현대프라자)",031-247-2007,031-247-2067,09:00~18:00,미운영
63374,45013,울산서생우체국,부산청,남울산우체국,울산 울주군 서생면 해맞이로 1604,052-239-5500,052-239-7255,09:00~18:00,09:00~16:30
35914,32588,공주대학교우편취급국,충청청,공주우체국,충남 공주시 공주대학로 56 (신관동),041-850-8776,041-856-4851,09:00~18:00,미운영
45161,16677,수원신동우편취급국,경인청,동수원우체국,경기 수원시 영통구 신원로 33,031-203-0213,031-202-5886,09:00~18:00,미운영
58551,54402,김제역전우편취급국,전북청,김제우체국,전북특별자치도 김제시 중앙로 279,063-547-1338,063-547-1338,09:00~18:00,미운영
62895,48434,경성대학교우편취급국,부산청,남부산우체국,부산 남구 수영로 309 (대연동),051-663-6557,051-663-6559,09:00~18:00,미운영
44566,10503,고양화정2동취급국,경인청,고양덕양우체국,경기 고양시 덕양구 성신로 10 (화정동),031-973-1411,031-973-1491,09:00~18:00,미운영
30053,32546,공주우체국,충청청,공주우체국,충남 공주시 우체국길 15 (반죽동),041-851-2500,041-851-2525,09:00~18:00,09:00~16:30
35647,30130,세종한솔동우체국,충청청,세종우체국,세종특별자치시 노을3로 93 (한솔동),044-863-7005,044-862-4918,09:00~18:00,09:00~16:30
30277,27703,음성우체국,충청청,음성우체국,충북 음성군 음성읍 중앙로 94,043-870-1100,043-873-2520,09:00~18:00,09:00~16:30
30099,28684,청주우편집중국,충청청,청주우편집중국,"충북 청주시 서원구 수곡로 106, 청주우편집중국",043-290-3071,043-290-3100,09:00~18:00,미운영
21009,24616,원통우체국,강원청,인제우체국,강원특별자치도 인제군 북면 금강로26번길 10,033-461-3001,033-462-9635,09:00~18:00,09:00~16:30
15172,06749,서울가정행정법원 출장소,서울청,서울서초우체국,서울 서초구 강남대로 193 (양재동),02-529-1269,02-529-1276,09:00~18:00,미운영
15378,06591,서울가톨릭의대우편취급국,서울청,서울서초우체국,"서울 서초구 반포대로 222, 서울성모병원별관 1층",02-3478-0117,02-3478-0118,09:00~18:00,미운영
45125,16568,수원곡반정동우편취급국,경인청,서수원우체국,경기 수원시 권선구 동수원로 146번길 199(곡반정동),031-233-3303,031-233-3312,09:00~18:00,미운영
45134,16396,수원금곡동우편취급국,경인청,서수원우체국,경기 수원시 권선구 금호로 59-15(금곡동),031-293-2009,031-296-2010,09:00~18:00,미운영
45143,16232,수원우만1동우편취급국,경인청,수원우체국,경기 수원시 팔달구 월드컵로 361 (우만1동),031-258-2000,031-258-5400,09:00~18:00,미운영
13249,06110,서울영동시장취급국,서울청,서울강남우체국,"서울 강남구 학동로4길 8, 2층(논현동)",02-549-3810,02-549-3811,09:00~18:00,미운영
12680,03742,서울미근동우편취급국,서울청,서대문우체국,서울 서대문구 서소문로 21,02-365-0315,02-365-0316,09:00~18:00,미운영
12715,03733,서울독립문우편취급국,서울청,서대문우체국,서울서대문구 독립문공원길 13 극동아파트 상가(현저동),02-312-0225,02-313-9896,09:00~18:00,미운영
86822,55340,완주우체국,전북청,완주우체국,전북특별자치도 완주군 삼례읍 삼봉로 19,063-291-4800,0505-005-2132,09:00~18:00,09:00~16:30
56020,54917,동전주우체국,전북청,동전주우체국,전북특별자치도 전주시 덕진구 백제대로 714,063-240-3843,050-5005-2117,09:00~18:00,09:00~16:30
66857,48059,부산센텀시티우체국,부산청,해운대우체국,부산 해운대구 센텀5로 55,051-743-0205,051-744-0247,09:00~18:00,09:00~16:30
30142,33151,부여우체국,충청청,부여우체국,충남 부여군 부여읍 사비로 82,041-830-1500,041-833-6409,09:00~18:00,09:00~16:30
61816,52017,칠원우체국,부산청,함안우체국,경남 함안군 칠원읍 용산1길 39,055-587-0001,055-587-2001,09:00~18:00,09:00~16:30
35898,34158,한밭대학교우편취급국,충청청,대전유성우체국,대전 유성구 동서대로 125(덕명동),042-823-2486,042-823-4517,09:00~18:00,미운영
58266,55039,전주동부우편취급국,전북청,전주우체국,전북특별자치도 전주시 완산구 충경로 104,063-283-1088,063-282-1088,09:00~18:00,미운영
65145,47538,부산연화우편취급국,부산청,부산연제우체국,부산 연제구 거제천로 143-1,051-862-1528,051-863-0100,09:00~18:00,미운영
40317,17578,안성우체국,경인청,안성우체국,경기 안성시 아양로 12(석정동),031-8046-7900,0505-005-1367,09:00~18:00,09:00~16:30
40344,17377,이천우체국,경인청,이천우체국,경기 이천시 경충대로 2610 (중리동),031-635-2001,0505-005-1364,09:00~18:00,09:00~16:30
35852,28173,한국교원대학교우편취급국,충청청,서청주우체국,충북 청주시 흥덕구 강내면 태성탑연로 250,043-230-3901,043-237-4045,09:00~18:00,미운영
72006,38053,경주서면우체국,경북청,경주우체국,경북 경주시 서면 내서로 414-1,054-751-1001,054-751-1382,09:00~18:00,09:00~16:30
33849,28376,청주강서동우체국,충청청,서청주우체국,충북 청주시 흥덕구 가로수로1154번길 5-16,043-231-2001,043-233-8382,09:00~18:00,09:00~16:30
53136,58902,군내우체국,전남청,진도우체국,전남 진도군 군내면 진도대로 7973,061-542-4002,061-542-1306,09:00~18:00,09:00~16:30
35156,28474,청주운천아파트우편취급국,충청청,서청주우체국,충북 청주시 흥덕구 1순환로 453(신봉동),043-262-4650,043-262-4650,09:00~18:00,미운영
35843,28644,충북대학교우편취급국,충청청,서청주우체국,"충북 청주시 서원구 충대로 1, 개신문화관 E-2 지하 1층",043-261-3123,043-261-3183,09:00~18:00,미운영
32995,32751,금산남이우체국,충청청,금산우체국,충남 금산군 남이면 진악로 23,041-753-1002,041-754-1002,09:00~18:00,09:00~16:30
34702,32713,중부대우편취급국,충청청,금산우체국,충남 금산군 추부면 대학로 201,041-752-5216,041-752-5218,09:00~17:00,미운영
40924,10285,벽제우체국,경인청,고양덕양우체국,"경기 고양시 덕양구 통일로 760, 124호 (관산동, 더퍼스트프라임))",031-962-8002,031-964-1174,09:00~18:00,09:00~16:30
50591,61915,광주광천동우체국,전남청,서광주우체국,광주 서구 죽봉대로111번길 3(광천동),062-361-1174,062-361-1301,09:00~18:00,09:00~16:30
53476,59546,도덕우체국,전남청,고흥우체국,전남 고흥군 도덕면 고흥로 453,061-843-0204,0505-005-1865,09:00~18:00,09:00~16:30
53421,59517,점암우체국,전남청,고흥우체국,전남 고흥군 점암면 모룡길 68,061-832-8004,061-835-9312,09:00~18:00,09:00~16:30
52228,59520,고흥영남우체국,전남청,고흥우체국,전남 고흥군 영남면 팔영로 1071,061-832-9004,061-832-1317,09:00~18:00,09:00~16:30
53467,59524,포두우체국,전남청,고흥우체국,전남 고흥군 포두면 우주로 613-1,061-832-6004,0505-005-1865,09:00~18:00,09:00~16:30
10211,08576,서울금천우체국,서울청,서울구로우체국,서울 금천구 시흥대로 410 (독산동),02-861-4403,02-856-0898,09:00~18:00,09:00~16:30
32762,28624,청주지방법원우체국,충청청,서청주우체국,충북 청주시 서원구 산남로62번길 51,043-283-0100,043-285-8583,09:00~18:00,09:00~16:30
44173,22103,인천숭의3동우편취급국,경인청,남인천우체국,인천 미추홀구 석정로126번길 6 (숭의동),032-888-8503,032-888-8502,09:00~18:00,미운영
64960,47830,부산사직3동우편취급국,부산청,동래우체국,부산 동래구 여고로113번길 39-2,051-501-1790,051-501-1790,09:00~18:00,미운영
10024,03187,광화문우체국,서울청,광화문우체국,서울 종로구 종로 6 (서린동),02-3703-9011,0505-005-1121,09:00~18:00,09:00~16:30
10042,04156,서울마포우체국,서울청,서울마포우체국,서울마포구 마포대로 89 포스트타워,02-6901-7699,02-718-5523,09:00~18:00,09:00~16:30
40326,12746,경기광주우체국,경인청,경기광주우체국,경기 광주시 행정타운로 49-10(송정동),031-799-5900,031-765-1110,09:00~18:00,09:00~16:30
10793,02210,서울면목동우체국,서울청,서울중랑우체국,서울중랑구 면목로 344 (면목동),02-432-2005,02-432-0588,09:00~18:00,09:00~16:30
65207,48004,부산운봉우편취급국,부산청,해운대우체국,부산 해운대구 반송로892번길 5,051-543-1160,0504-160-1161,09:00~18:00,미운영
32593,32801,계룡남선우체국,충청청,논산우체국,충남 계룡시 신도안면 신도안2길 63,042-551-2005,042-551-1076,09:00~12:00,09:00~12:00
30866,33023,양촌우체국,충청청,논산우체국,충남 논산시 양촌면 매죽헌로1665번길 17,041-741-2005,041-741-3005,09:00~18:00,09:00~16:30
44520,10383,고양장촌우편취급국,경인청,고양일산우체국,경기 고양시 일산서구 호수로838번길 65-12 (대화동),031-913-6633,031-914-2277,09:00~18:00,미운영
44548,10408,국립암센터우편취급국,경인청,고양일산우체국,경기 고양시 일산동구 일산로 323 (마두동),031-920-0280,031-920-1379,08:30~17:30,미운영
44280,21354,인천부평4동우편취급국,경인청,부평우체국,인천 부평구 신트리로8번길 29 (부평4동),032-527-2277,032-527-2278,09:00~18:00,미운영
60677,49106,부산동삼동우체국,부산청,부산영도우체국,부산 영도구 동삼로 37-1,051-403-9078,051-403-9010,09:00~18:00,09:00~16:30
21447,25913,삼척강원대학교우편취급국,강원청,삼척우체국,강원특별자치도 삼척시 중앙로 346,033-570-6753,미운영,09:00~18:00,미운영
13098,02091,서울상봉1동우편취급국,서울청,서울중랑우체국,서울중랑구 상봉중앙로1길 12 (상봉동),02-493-2003,02-492-2004,09:00~18:00,미운영
20315,24200,춘천사북우체국,강원청,춘천우체국,강원특별자치도 춘천시 사북면 영서로 4827,033-243-3614,033-243-1001,09:00~12:00,09:00~12:00
32708,33368,청양장평우체국,충청청,청양우체국,충남 청양군 장평면 닭우리고개길 30-17 (분향리),041-942-6205,041-943-6208,09:00~18:00,09:00~16:30
62939,48520,동명대학교우편취급국,부산청,남부산우체국,부산 남구 신선로 428 (용당동),051-626-2005,051-626-2006,09:00~18:00,미운영
74840,38858,영천영동우편취급국,경북청,영천우체국,경북 영천시 호국로 57-1,054-333-4588,054-335-4588,09:00~18:00,미운영
44146,11136,포천신북우편출장소,경인청,포천우체국,"경기 포천시 신북면 포천로2151번길 6, 작은도서관 1층",031-536-8256,미운영,14:00~18:00,미운영
42311,11164,포천가산우체국,경인청,포천우체국,경기 포천시  가산면 선마로 225(마산리 594-5 ),031-544-2000,031-544-1755,09:00~18:00,09:00~16:30
45714,11159,대진대학교우편취급국,경인청,포천우체국,경기 포천시 호국로 1007,031-539-1436,031-539-1439,08:00~17:00,미운영
62797,52064,제80군사출장소,부산청,함안우체국,경남 함안군 군북면  함마대로 848,055-582-7535,055-582-7536,09:00~13:00,미운영
21563,24465,춘천남산우편취급국,강원청,춘천우체국,강원특별자치도 춘천시 남산면 한치로 35,033-261-5621,033-261-0001,09:00~18:00,미운영
72202,41052,동대구우체국 제304군사우편출장소,경북청,동대구우체국,대구 동구 아양로 352 (사서함 304호),053-985-0014,053-981-5122,09:30~15:30,미운영
35950,32109,태안원북우체국,충청청,태안우체국,충남 태안군 원북면 원이로 844(반계리),041-672-4800,041-672-4422,09:00~18:00,09:00~16:30
35683,30064,정부세종청사우체국,충청청,세종우체국,"세종특별자치시 도움6로 11 (어진동, 정부세종청사 6-1동 국토교통부 1층)",044-862-9545,044-862-9546,09:00~18:00,09:00~16:30
62028,53074,통영봉평동우체국,부산청,통영우체국,경남 통영시 도남로 187,055-643-0010,055-643-0501,09:00~18:00,09:00~16:30
49301,13120,성남가천대우편취급국,경인청,성남우체국,경기 성남시 수정구 성남대로 1342(복정동),031-751-0004,031-751-0310,09:00~18:00,미운영
14362,08235,서울고척2동우편취급국,서울청,서울구로우체국,"서울 구로구 경인로33바길 5-1, (고척동)",02-2060-0636,02-2060-0637,09:00~18:00,미운영
11950,08302,서울동구로우체국,서울청,서울구로우체국,서울 구로구 구로중앙로18길 5 (구로동),02-857-2004,02-869-7617,09:00~18:00,09:00~16:30
14380,08272,서울오류역전우편취급국,서울청,서울구로우체국,서울 구로구 경인로20길 13 (오류동),02-2616-6370,02-2616-6379,09:00~18:00,미운영
11932,08393,서울구로디지털단지우체국,서울청,서울구로우체국,서울 구로구 디지털로26길 144 (구로동),02-853-0004,02-855-0050,09:00~18:00,09:00~16:30
10819,02059,서울망우1동우체국,서울청,서울중랑우체국,서울중랑구 망우로 447 (망우동),02-496-2005,02-436-8496,09:00~18:00,09:00~16:30
32333,32800,제501군사우체국,충청청,논산우체국,충남 계룡시 신도안면 계룡대로 663,042-551-2105,042-551-2800,08:30~17:30,08:30~16:30
30919,32903,논산노성우편취급국,충청청,논산우체국,충남 논산시 노성면 노성로 553,041-735-5102,041-735-5103,09:00~18:00,09:00~16:30
33116,32927,성동우체국,충청청,논산우체국,충남 논산시 성동면 성동로 283,041-732-6100,041-736-6110,09:00~18:00,09:00~16:30
13061,02054,서울신내1동우편취급국,서울청,서울중랑우체국,"서울중랑구 봉화산로 221, 동성타워 2층213호 (신내동)",02-3422-2008,02-3422-2009,09:00~18:00,미운영
10766,02088,서울중화동우체국,서울청,서울중랑우체국,서울중랑구 동일로 784 (중화동),02-435-2005,02-2208-0546,09:00~18:00,09:00~16:30
20084,24826,속초우체국,강원청,속초우체국,강원특별자치도 속초시 중앙로 175,033-630-2001,0505-005-2215,09:00~18:00,09:00~16:30
30320,34603,대전소제동우체국,충청청,대전우체국,대전 동구 계족로 271,042-623-2218,042-626-3028,09:00~18:00,09:00~16:30
58908,55069,전주대학교우편취급국,전북청,전주우체국,전북특별자치도 전주시 완산구 천잠로 303,063-220-2599,063-220-4683,09:00~18:00,미운영
58382,54890,전주덕진동우체국,전북청,동전주우체국,전북특별자치도 전주시 덕진구 추탄로 30,063-274-4232,063-272-7843,09:00~18:00,09:00~16:30
15207,06764,서울우면동우체국,서울청,서울서초우체국,서울 서초구 태봉로 58,02-3463-9950,02-3463-9952,09:00~18:00,09:00~16:30
14139,07229,서울영등포시범A취급국,서울청,여의도우체국,서울 영등포구 버드나루로19길 3  (당산동),02-2634-0653,02-2634-0653,09:00~18:00,미운영
34677,34345,대전대덕장동우편취급국,충청청,대전대덕우체국,"대전 대덕구 장동로 263-2 (장동,우체국)",042-635-2204,미운영,09:00~18:00,미운영
43407,23005,삼산우체국,경인청,강화우체국,인천 강화군 삼산면 삼산북로463번길 8,032-932-3004,032-932-3205,09:00~18:00,09:00~16:30
21581,24145,화천하남우체국,강원청,화천우체국,"강원특별자치도 화천군 하남면 영서로 5494, (원천리 759-3)",033-441-3601,033-441-6665,09:00~18:00,09:00~16:30
72391,38453,경산대구대학교우편취급국,경북청,경산우체국,경북 경산시 진량읍 대구대로 201(내리리 산15),053-851-1311,053-851-1314,09:00~18:00,미운영
71063,38541,영남대학교우편취급국,경북청,경산우체국,경북 경산시 대학로 292(대동 214-1),053-811-8246,053-812-8246,09:00~18:00,미운영
72382,38430,대구가톨릭대학교우편취급국,경북청,경산우체국,경북 경산시 하양읍 하양로 13-13(금락리330),053-856-4471,053-857-4471,09:00~18:00,미운영
13114,01448,서울쌍문한양우편취급국,서울청,서울도봉우체국,서울도봉구 도봉로103길 10,02-900-1336,02-900-1336,09:00~18:00,미운영
21385,26201,영월무릉도원우편취급국,강원청,영월우체국,강원특별자치도 영월군 무릉도원면 중방길 58,033-371-2970,033-375-2970,09:00~18:00,09:00~16:30
12859,04173,서울도화동우편취급국,서울청,서울마포우체국,서울 마포구 삼개로 24 (용현빌딩 1층),02-713-6600,02-706-3400,09:00~18:00,미운영
51356,58829,자은도우체국,전남청,목포우체국,전남 신안군 자은면 구영2길 49-1,061-271-8288,061-271-1304,08:00~17:00,08:00~16:30
86957,58457,영암우편집중국,전남청,영암우편집중국,전남 영암군 삼호읍 대불주거1로 124,061-460-0120,0505-005-1918,09:00~18:00,미운영
62037,53100,욕지도우체국,부산청,통영우체국,경남  통영시 욕지면  중촌길 176,055-642-5100,055-641-3701,08:00~17:00,08:00~16:30
14639,07975,서울목2동우편취급국,서울청,서울양천우체국,서울 양천구 목동중앙본로 60 (목동),02-2647-9494,02-2647-9824,09:00~18:00,미운영
43158,12280,남양주조안우편취급국,경인청,남양주우체국,경기 남양주시 조안면 북한강로499번길 4,031-521-7353,031-521-7354,09:00~18:00,미운영
43890,12126,퇴계원우체국,경인청,남양주우체국,경기 남양주시 퇴계원읍 경춘북로 533,031-572-9115,031-571-2077,09:00~18:00,09:00~16:30
45607,12249,남양주법원우편취급국,경인청,남양주우체국,"경기 남양주시 다산중앙로82번안길 161, 의정부지방법원 남양주지원 내",031-555-4001,031-569-6001,09:00~18:00,미운영
45625,12260,남양주왕숙천우편취급국,경인청,남양주우체국,경기 남양주시 경춘로 381,031-564-0115,031-566-6372,09:00~18:00,미운영
45643,12084,남양주청학우편취급국,경인청,남양주우체국,경기 남양주시 별내면 청학로중앙길 29,031-841-5500,031-841-7627,09:00~18:00,미운영
45634,12150,남양주호평우편취급국,경인청,남양주우체국,경기 남양주시 호평로46번길 5,031-591-1700,031-592-0039,09:00~18:00,미운영
42062,11934,구리교문동우체국,경인청,구리우체국,경기 구리시 안골로 32 (교문동),031-555-0004,031-557-7735,09:00~18:00,09:00~16:30
70280,37429,청송우체국,경북청,청송우체국,경북 청송군 청송읍 중앙로 249-8,054-870-2012,054-874-3873,09:00~18:00,09:00~16:30
71670,37409,청송진보우체국,경북청,청송우체국,경북  청송군 진보면 진보로 116 (진안리),054-874-2000,054-873-1376,09:00~18:00,09:00~16:30
71689,37456,청송현동우체국,경북청,청송우체국,경북  청송군 현동면 도평관길 14 (도평리),054-872-1050,054-872-3104,09:00~18:00,09:00~16:30
71698,37462,청송현서우체국,경북청,청송우체국,경북 청송군 현서면 구산동로 26 (구산리),054-872-3020,054-872-6419,09:00~18:00,09:00~16:30
74797,37402,청송광덕우편취급국,경북청,청송우체국,경북 청송군 진보면 양정길 217,054-874-3517,054-874-3517,09:00~18:00,미운영
73692,37443,청송부남우체국,경북청,청송우체국,경북  청송군 부남면 대전로 122 (대전리),054-872-3400,054-872-5510,09:00~18:00,09:00~16:30
73709,37451,청송안덕우체국,경북청,청송우체국,경북  청송군 안덕면 안덕로 52 (명당리),054-872-0002,054-872-8830,09:00~18:00,09:00~16:30
73683,37438,주왕산우체국,경북청,청송우체국,경북  청송군 주왕산면 부동로 1008 (이전리),054-874-3470,054-873-2860,09:00~18:00,09:00~16:30
73674,37416,청송파천우체국,경북청,청송우체국,경북  청송군 파천면 청송로 5532 (관리),054-872-3202,054-872-3290,09:00~18:00,09:00~16:30
56575,54630,익산영등동우체국,전북청,익산우체국,전북특별자치도 익산시 동서로 370,063-831-9201,063-835-2825,09:00~18:00,09:00~16:30
43274,10858,탄현우체국,경인청,파주우체국,경기 파주시 탄현면 방촌로 651,031-942-9001,031-942-5479,09:00~18:00,09:00~16:30
22551,25457,강릉원주대학교우편취급국,강원청,강릉우체국,강원특별자치도 강릉시 죽헌길 7,033-640-1570,033-640-1571,09:00~18:00,미운영
30731,32707,금산금성우체국,충청청,금산우체국,충남 금산군 금성면 진산로 361,041-752-3500,041-752-6570,14:00~18:00,14:00~18:00
33072,33014,논산황화우체국,충청청,논산우체국,충남 논산시 연무읍 황화로 143,041-742-3005,041-742-1001,09:00~18:00,09:00~16:30
66437,51708,창원우편집중국,부산청,창원우편집중국,경남 창원시 성산구 적현로 311 (신촌동),055-260-0821,050-5005-1613,14:00~18:00,미운영
35825,32553,공주교육대학교우편취급국,충청청,공주우체국,충남 공주시 웅진로 27 (봉황동),041-850-1790,041-853-8377,09:00~18:00,미운영
15350,06974,중앙대학교우편취급국,서울청,서울동작우체국,"서울 동작구 흑석로 84,    중앙대학교   310관 B413호",02-812-3455,02-812-3459,09:00~18:00,미운영
67069,49112,한국해양대학교우편취급국,부산청,부산영도우체국,부산영도구 태종로 727,051-404-1006,051-404-1066,09:00~18:00,미운영
45821,13636,성남우편집중국,경인청,성남우편집중국,경기 성남시 분당구 성남대로 57 (구미동),031-785-0154,050-5005-1423,미운영,미운영
50260,59538,고흥우체국,전남청,고흥우체국,전남 고흥군 고흥읍 봉황길 5,061-830-2312,061-832-0610,09:00~18:00,09:00~16:30
21401,25313,용평우편취급국,강원청,평창우체국,강원특별자치도 평창군 용평면 경강로 2017-18,033-332-4201,033-332-4200,09:00~18:00,09:00~16:30
10668,03462,서울응암1동우체국,서울청,서울은평우체국,"서울 은평구 은평로 170 1층(응암동,상현빌딩)",02-385-0100,02-358-4741,09:00~18:00,09:00~16:30
49258,10894,파주운정동우체국,경인청,파주우체국,경기 파주시 금바위로 36 (와동동),031-957-2008,031-957-0049,09:00~18:00,09:00~16:30
35923,31538,순천향대학교우편취급국,충청청,아산우체국,충남 아산시 신창면 순천향로 22,041-542-4401,041-541-1311,09:00~18:00,미운영
35932,31499,호서대학교우편취급국,충청청,아산우체국,충남 아산시 배방읍 호서로79번길 20,041-540-5509,041-540-5507,09:00~18:00,미운영
15396,01897,광운대학교취급국,서울청,서울노원우체국,서울 노원구 광운로 20(월계동),02-915-8405,02-913-6531,09:00~18:00,미운영
72533,36729,안동대학교우편취급국,경북청,안동우체국,경북 안동시 경동로 1375 (송천동  ),054-820-6704,054-820-6705,09:00~18:00,미운영
49329,17058,용인명지대학교우편취급국,경인청,용인우체국,경기 용인시 처인구 명지로 116 학생회관1층(남동),031-324-1166,031-324-1167,09:00~18:00,미운영
